,speaker,line
27304,Pam,"I don't demand justice often. I'm not like Angela, who calls a lawyer every time someone watches a YouTube video of animals doing it. But, someone should get fired over this, right? Val's no help. Andy's gone. Jim's out. I just feel like I'm on my own here.  I mean, OK, not completely on my own. But, in terms of people who can do something. Thank you, Brian."
27305,Jim,"Hey. So, Wade wants to send people to the Sloan conference. We gotta compile a list of our target clients."
27306,Darryl,Already on it. I ordered them by their Google trend ranking so we know who to hit first.
27307,Jim, Who is this guy? We are killing it.
27308,Pam, Conference room. Everybody. Now!
27309,Dwight,You don't have the clearance to call a conference room meeting.
27310,Pam,"Yes, but David Wallace does. And he asked me to gather everyone to talk about stuff... That's gonna be revealed once we're in the conference room for the meeting."
27311,Dwight,"You're telling me, David Wallace asked you to call a super secret, classified conference room meeting?"
27312,Dwight,"Let's go everyone. Super secret, classified conference room meeting, now!"
27313,Pam, I have terrible news. Someone defaced my mural. They painted all over it.
27314,Erin,I thought that's what you were doing.
27315,Pam,"Yeah, but this is different."
27316,Erin,Oh. They used worse paint than your paint?
27317,Pam,"I don't think so, but they put paint where I didn't want paint. So..."
27318,Erin,I thought you wanted paint on the whole thing.
27319,Pam,"Different colored paint. I wanted different colored paint in the spots where they put their paint. So, it just is... OK, the point is, these warehouse guys are vandals. And, they need to be stopped."
27320,Oscar,"Pam, what can be done?"
27321,Pam,Yes. Thank you. Let's answer that question.
27322,Oscar,I was politely saying nothing can be done. I thought I was clear.
27323,Pam,What? Come on guys. We need to figure out who did this and punish them. This isn't just about me. This is about all of us. This is our mural. Don't you see? How much we worked on this? How much time and energy? We put our heart and soul into this thing.
27324,Pam,"Sure did. I was as surprised as you, but apparently, he is very passionate about public art."
27325,Pam," No, no. Come on, guys. Don't go."
27326,Dwight,"Pam, I'll help you."
27327,Dwight,"If there's anything I hate worse than art, it's crime."
27328,Pam,"I was hoping for a righteous mob, and I ended up with Dwight and Nellie. But, they both have a mob mentality. And, I'm pretty sure Dwight has a pitchfork in his car."
27329,Dwight, You need my pitchfork?
27330,Dwight,What is it? I have vengeance to exact.
27331,Angela,"Exciting news. There's room for one more at my son's birthday event. And, I want you."
27332,Dwight,"Ah, I'm not interested."
27333,Angela,What? Wait. The state transportation secretary will be there. You could sell your beet salt idea to the highway people.
27334,Dwight,"If I get the deicing gig, it's not gonna be on merit. Not because I played politics. "
27335,Kevin,"Hey. So, a little birdie just told me that Dwight can't come to your son's birthday. So, do you want me to go with you?"
27336,Kevin,"OK. I understand. I'll just stay here, then. Alone with the money."
27337,Dwight," I am handing out pieces of paper. On which, you will draw one human butt. What I do with said drawings, is no one's business but my own."
27338,Dwight,"Incorrect. It is my fetish. Oh, also, sign them. My fetish is signed drawings of butts."
27339,Dwight,Yes. Or nipplous breasts. Perhaps.
27340,Dwight,"Or melons. Like cantaloups. With the halves are cut off. And then, just the bottom parts..."
27341,Pam,"We need another approach. Um, we need to fine the weakest one and separate him from the group.  Yeah. I think if we could get Nate alone, we could crack him."
27342,Dwight,We just need a pretense to talk to him. We could tell him that his mother is dying. That usually works on him.  Nate. Your mother is dying. 
27343,Pam,"See, I feel bad about that."
27344,Dwight,It's all right. It's all right.
27345,Dwight,No. She needs her rest again.
27346,Dwight,"You know who the vandal is. Now, I know a lot of these warehouse guys are your friends, but we've got chewing gum."
27347,Pam, Tell us who defaced the mural!
27348,Pam,All right. You can go. Give him his gum.
27349,Dwight,There's no gum. There never was any gum.
27350,Kevin," Opening with pub pastries? That's a bold play. They're saying, it's only gonna get better from here? Good luck."
27351,Oscar, That painting is just... How can anyone that weighs less than a guinea hen be so terrifying?
27352,Angela," Oh, Robert, you're horrible.  Simon, Maxine.  Who let you guys in here?"
27353,Jim," What?  Oh, man! I'm sorry about that."
27354,Darryl,It's cool. Reading's tricky sometimes.
27355,Jim,"Oh, um... Are you really mad about this?"
27356,Darryl,That's my go-to thermos. That's all.
27357,Jim,"Oh. It's your go-to therm. Oh, man. That's a bummer. I'm sorry about that."
27358,Darryl,No big deal. No big deal.
27359,Jim,"No, no. If it's a big deal, it's a big deal."
27360,Darryl," Nah, nah, nah. You don't have to do that."
27361,Jim,"Honestly, I don't mind.  Did you want me to wash it for you or..."
27362,Darryl,I don't know. You gonna wash it? Or you gonna let it soak?
27363,Jim, OK. Here ya go. 
27364,Pam," Maybe, maybe I could, could get the ball rolling.  Um, Frank? Hi. Pam. Um, I am so sorry if I've done anything to offend you. I'm sure it isn't easy for you guys to have an upstairs person coming down in your space. So. Truly. If, if, I apologize. But enough about me. Your turn."
27365,Pam,"Well, I didn't think that butt was funny."
27366,Pam,Whoa! Hey! That is not OK. What are you gonna do about that?
27367,Pam,That sucked. He didn't apologize. There's no talking to that guy.
27368,Dwight,"Oh, your little feelings party didn't work out? Huh? Who won the hugging contest? Oh, let me guess. Everyone tied for first."
27369,Pam,We should just take him down.
27370,Dwight,Wait. Are you saying...
27371,Pam,I'm saying we should go scorched earth on that guy's face.
27372,Dwight,"Normally, I find Pam to be a comforting, if unarousing, presence around the office. Like a well-watered fern. But, today, she has tapped into this vengeful, violent side. And I'm like, wow, Pam has kind of a good butt."
27373,Dwight,He messed with something that was important to you. We need to mess with something that's important to him.
27374,Dwight,A little eye for an eye action.
27375,Dwight,Go all Hammurabi on this clown.
27376,Pam,We need an infiltrator.
27377,Dwight,I know just the man for the job. 
27378,Dwight,He even looks like a mole.
27379,Oscar,One of his tee shots can wipe out a whole owl population.
27380,Oscar,"Maybe I should be insulted that he only invited me here to be his token Mexican friend. But, he could of invited any number of Hispanics that he knows. His gardener, Rogelio. Or he could've invited... Rogelio. But, he chose me. Rogelio's Malaysian... The son of a bitch is Malaysian."
27381,Darryl,I usually watch TV during my lunch breaks. It's cool?
27382,Jim, It's mine. Don't worry.
27383,Darryl,I didn't say anything.
27384,Jim,I don't think you had to.
27385,Jim,"I think you might be going a little crazy with this labeling thing, man. I mean, you put your name on a five pound bag of flour. Are you honestly saying that if I needed flour I couldn't use that?"
27386,Darryl,"What you need flour for, Jim?"
27387,Jim,That's not the point.
27388,Darryl,What? You making bread?
27389,Jim,"No, I'm not making bread."
27390,Darryl,What kind of bread you making? Pumpernickel?
27391,Jim,"Darryl, it doesn't matter. I think you know the point I'm trying to make."
27392,Darryl,"All right, I'm being a jerk. You got me this job. I should be grateful. I am, I just... you know, I get finicky about my stuff. That's all."
27393,Jim,It's all good. Are we all good?
27394,Darryl,Nothing.  It's mine.   What happened to my Tavis Smileys?
27395,Jim,"Oh, crap. Were those yours?"
27396,Dwight, I never want to see you working in the upstairs office again. Do you hear me?
27397,Dwight,"Silence. You'll now be working in the warehouse with the untouchables. Now, go make your hands rough with work."
27398,Pam,Shh. Remember your lines.
27399,Dwight,Go move some paper!
27400,Pam," Hey, you know that guy Frank who works in the warehouse?"
27401,Darryl,"He's not my hire, but I know who he is."
27402,Pam,OK. What does he like? What's important to him? Does he have like a favorite pair of boots or a lunch box or...
27403,Darryl,What? Is he retiring? You getting him a gift or something?
27404,Pam,"Yeah, something like that."
27405,Darryl,I know he loves his pick up truck.
27406,Pam,"Oh, great!  His truck!"
27407,Dwight,Great. Get the plate number.
27408,Pam,OK.  Do you know the plate... never mind. Why would you know that? And why would I be asking that?
27409,Dwight,So we know which truck to van...
27410,Darryl,"Hey. While I got you on the phone, your husband's like a sloppy, homeless hobo. Can you fix that?"
27411,Pam,Yeah. I was kinda hoping you could. I gotta go. Bye.  Come on. 
27412,Oscar,He put me here.
27413,Angela,He put you right in front of me?
27414,Pam,I'm done. What are you... Is that supposed to be my mural?
27415,Dwight,"Yeah. Frank draws a butt on your mural, I'm drawing your mural on Frank's truck's butt. Eye for an eye, mamacita."
27416,Pam,"Aw, Dwight. That's really sweet."
27417,Pam,"Oh, no. Um, I, I'm embarrassed. It's stupid."
27418,Dwight,This is amazing! Frank! And he's leaving a trail of poops?
27419,Pam,Yeah. And he has saggy boobs.
27420,Dwight,I saw that. That's great!
27421,Pam,Yeah. I feel better.
27422,Dwight,"Good. I'm glad you feel better. This has been a wonderful day. I have to say, I like hanging out with a vengeful bitch."
27423,Pam,"I know. You miss Angela, don't you?"
27424,Dwight,Ugh! Don't sympathize. You're ruining the mood. Back to work. Draw his pen1s.
27425,Pam,"I got back at Frank in the most fitting way possible. With my art. The paints are water-based. It's gonna come off with a hose. But, I think the lesson will last a very..."
27426,Pam,"o, you had no right!"
27427,Pam,So? You started it!
27428,Oscar,Yes. Sorry about that.
27429,Angela,It was all my fault.
27430,Kevin,"Yeah. Thank you for the food. Oh, and also, you suck."
27431,Kevin,"You are like a terrible person. These guys care about you and you're just using them. Again, the food was very good. "
27432,Pam,"Well, I'm gonna say something to the producers."
27433,Pam,"You shouldn't be fired. I mean, you were just protecting me."
27434,Pam,Forget about my mural. It's stupid.
27435,Pam,"It's crazy. Brian, I'm so sorry."
27436,Jim,"Wow. This whole Philly thing has been so much fun that I may have lost sight of what really matters. I mean, having fun is not nearly as important as being good to the people who you really care about. I mean, that's just 'Roommates 101'."
27437,Jim, You win.  How good did that feel?
27438,Darryl,"That felt really good, actually."
27439,Pam, Hey. I feel so lucky we're in the same city for Valentine's Day.
27440,Jim,"It's like magic. Or, it's like me getting on my hands and knees and begging my partners to switch a Tuesday for a Thursday."
27441,Jim,"By the way, they do need an extra day next week."
27442,Pam,"And, poof! He disappears. "
27443,Erin, Hey! Wanna play hookey today?
27444,Erin,We can do anything you want.
27445,Erin,"I really wanna have fun today because tomorrow is going to be a nightmare. Andy's coming back from his stupid, dumb boat trip. He's been rude. He's been selfish. I think he's a big jerk. And I'm breaking up with him. Bam, Andy! How do you like me now?... I hope as a friend."
27446,Erin, Wanna play catch in the parking lot?
27447,Dwight," Andy, hi. I just made another huge sale for the company that you manage. I need you to authorize that expense report and sign off on that contract."
27448,Dwight," I would be happy to. It would be my pleasure, Mr. Schrute. Rick-a-dick-doo, rick-a-dick-dick-dick, rick-a-dick-doo."
27449,Dwight,"I really like Andy these days. He's pretend and he does exactly as I tell him to. All that will change when real Andy comes back tomorrow.  Unless he comes back as pretend Dwight. In which case, we're in for an epic, confusing showdown."
27450,Kevin,"Andy left a carton of milk in the fridge. So, I've been sneaking a little bit every day for the last three months. It's been yummy. But now, Andy's coming back. So, I guess it's goodbye chunky, lemon milk."
27451,Kevin,"OK, I'll say it. I wish Andy had stayed on his trip."
27452,Angela,They have a nail salon there where I get my feet detailed.  They use a watch repair kit.
27453,Kevin, Ew! I'll be your foot buddy.
27454,Oscar,"Darryl, everyone seems to be pairing off. Do you want to pretend to be a couple so we get the..."
27455,Darryl,"No... yes, yes. Why wouldn't I... wanna pretend to be gay? Got no problem with that."
27456,Oscar,"All right, it'll be easy. Don't be nervous, just follow my..."
27457,Darryl, Stop talking 'bout it. I said I'm fine with it.
27458,Pam,"Oh, hey, don't fill up on chocolates. I made us a lunch reservation at State Street Grill."
27459,Jim,Oh my god. That's so romantic.
27460,Pam,It's with Brian and Alyssa.
27461,Jim,Oh my god. That's less romantic.
27462,Pam,"I know. But we should go. We need to thank him for, you know, saving my life."
27463,Jim,"Yeah, yeah. No, totally. That's good. So, should we just get a bottle of wine later and celebrate?"
27464,Jim,"I'm very excited to see Brian. Brian's a great guy. And Pam and I have gotten really close to he and his wife, Alyssa over the years. And he got fired for protecting my wife from a jerk in the warehouse. I'm sorry, but you know him. He's a good guy."
27465,Oscar, Hi. We'd like a couples discount on a pair of foot massages.
27466,Oscar,We are together. Romantically.
27467,Darryl,"Oh, it works. Him and me, all right, we are crazy in love. More love than your small mind can comprehend. And we have two disposable incomes. And no kids. And we're taking our business elsewhere. "
27468,Pam,He's on a no carb thing. Supposedly.
27469,Jim,"Are you kidding? Thank you, man. I mean, I've wanted the opportunity to say thanks for... everything. And I'm really sorry about the job. That just seems crazy."
27470,Pam,"Well, my dad can't hear a thing. You could boom his whole life for him."
27471,Dwight, I have yet another sales order for you to sign.
27472,Dwight, Why thank you Mr. Schrute. I don't know how you do it. You're a god. Rick-a-dick-dick-doo.
27473,Dwight,You're back.  And you're disgusting.
27474,Andy,"Well, well, well, look who it is."
27475,Andy,"I guess I can cancel my order from Zappos.com because, oh, the loafers have arrived."
27476,Andy,Hey! Sweetheart!  I have missed you so much.
27477,Erin," Yes.  Welcome back, buddy."
27478,Andy, I have been dreaming of this moment.
27479,Erin,Me too. So much. I'm so happy.
27480,Erin,"I am really, really bad at break ups. Technically, I'm still dating my first grade boyfriend. I mean, we just had our 20th anniversary. And, I forgot to get him something."
27481,Oscar,What happened? We thought you were coming back tomorrow.
27482,Andy,"Well, Valentine's surprise for Erin. Hello? Super romantic. And I got you something.  Oh, it's a couple of pieces of bamboo. Big deal, right? No. These are musical instruments. It's so we can play island music together. Cause I have this.  Clop the cloppers. Yeah, clop 'em. It's called Bembe. "
27483,Dwight,"Hey, Burning Man, if it's not selling out too much, you might want to throw on a tie. David Wallace is gonna be here in an hour."
27484,Andy,"Obviously, that's why I'm here. I mean, I came back early to surprise Erin. Happy Valentine's Day, sweetheart.  But, I'm just saying, I'm also excited about the Wallace meeting."
27485,Dwight,"No. Please. Come on, Clark. Wallace knows that he's been gone for the last three months.  Right? Wallace does know that you've been gone for the last three months?"
27486,Andy,"I have no idea. I don't know what he knows or doesn't know. But we've been in touch the whole time. I mean, it's not hard to get high-speed internet in Turks de Caicos, people. It's in every Bembe cafe."
27487,Erin,He only emailed me four times.
27488,Andy,For two hours? Really?
27489,Oscar,"So, you're concerned about peoples' long absence from their place of work?"
27490,Andy,If the shoe fits. 
27491,Jim,"Well, I mean, that's OK. It doesn't mean that it's over. Right? I mean, couples fight."
27492,Andy,I noticed that you landed the Scranton White Pages account. That is tremendous.
27493,Andy,And you sold it to Jan too.
27494,Andy,I mean... I'm impressed.
27495,Andy,"Well, there's one problem. Couldn't help but notice that you offered a price point that was not approved by the head office. So... gotta run that stuff by me, Dwight."
27496,Dwight,You were on a boat.
27497,Andy,OK. The issue is that you need to run this stuff by me. Coolio? Are we coolio?  Just say the word 'coolio'.
27498,Dwight,I'm not gonna say it.
27499,Dwight,No!  What do you think you're doing?
27500,Andy,Just gonna call the Scranton White Pages and clear this right up.
27501,Dwight,Don't you dare! Andy!
27502,Andy,"Hey, Jan. Nard dog here."
27503,Andy,I was just looking over the paperwork. I found a little hiccup.
27504,Andy,Yeah. It appears my employee offered you a price that he was not authorized to.
27505,Andy,"No. No, no, no Jan I think you misunderstood."
27506,Andy,"It, it's, it's actually just an issue..."
27507,Dwight,"No, Jan! Please do not listen to this boob! Remember Clark. He gave you everything. Everything."
27508,Andy,"Jan, I don't know what he's talking about but..."
27509,Andy,Aw! That was not how I had hoped that would go.
27510,Andy," Hey, everybody, great job.  Listen, we're a smidge behind on my paychecks."
27511,Angela,"Yes, well, as you know, we get paid on Fridays. And you haven't been here for 12 Fridays. "
27512,Andy,All right. Thank you very much.  Looking good.  Who's that little fella?
27513,Angela,It's a bonus check. For you. From Wallace. Because the branch exceeded it's targets over the past quarter.
27514,Oscar,A quarter's three months. That's how long you've been gone.
27515,Andy,"Uh-huh...  Uh-huh.  Thank you. Great. Well, we're all up to speed."
27516,Dwight,Two seconds of the turd dog and he loses the biggest sale this branch has ever seen.
27517,Kevin,"He just waltzes back in here like he owns the chunky, lemon milk. Who needs him, right?"
27518,Dwight,"God! I just don't know what we'd do. I mean, short of telling David Wallace that he was gone for three months."
27519,Dwight,"I'd like to rat out Andy. Unfortunately, I have a bit of a boy-who-cried-wolf dynamic with David Wallace. Except, instead of a boy, I'm a man. And instead of a wolf, I cried genetically-engineered monster wolf."
27520,Erin,"Guys. I know that a lot of people are mad at Andy and, believe me, I am too. But, he has been through a lot and we all used to love him, right? So, if he's gonna get in trouble, just let it be his fault not ours. I don't want that on my hands."
27521,Dwight,"Fine! The state he's in, Wallace will take one look at him and probably fire him anyway."
27522,Andy," What's going on in here, dirty players? Let's get back to busting some paper rhymes. Come on.  Who's that girl? Who's that girl? It's Andy!  All right. Back to work."
27523,Pam,"OK, I can tell you're mad at me. Do you wanna just, um, I don't know, tell me why?"
27524,Jim,"I don't know. I thought that was a little weird. You told me Brian got fired for the whole warehouse thing. And you intentionally left out a kind of major, intimate detail. I don't know, Pam, I guess I just feel like a chump. Who knows less about his marriage than the sound guy."
27525,Pam,I didn't tell you about the crying because I didn't want you to know how upset I was. Because it would've stressed you out and you're always saying how much you don't want more stress.
27526,Jim,"Yeah, well. Yeah, OK. Well, then thank you. Thanks to both of you."
27527,Pam,It's not Brian's fault.
27528,Jim,"No, you're right. And, and I'm not mad at Brian. And to be honest, I probably don't have any reason to be mad at all because I wasn't there. So, let's just forget about it."
27529,Andy,I need you guys to tell me all the highlights from the last three months in case David asks. Just a few things I could sprinkle into conversation. Any big sales or office gossip.
27530,Dwight,"Well, we had the Scranton White Pages."
27531,Andy,"Not helpful. Let's stay positive, people. OK?"
27532,Andy,"Hey! David! How are ya? Ah, we were just having our weekly round table where we motivate each other. Not gonna lie, I get as much out of it as they do."
27533,Andy, We had to let a warehouse guy go?!
27534,Kevin,"You know Pam's mural? Well, Frank..."
27535,Dwight, ... lit the whole thing on fire. It was crazy.
27536,Andy,There was a fire in the warehouse?
27537,Dwight,The whole thing is in ashes. Fire department was here. It was in all the papers.
27538,Andy,"This is what I'm talking about! This would be good to know. All right, what else?"
27539,Andy,Wow. Go Kathy. She's like 50.
27540,Andy,"Good, good. What else?"
27541,Andy,"Who knew the balloon game would be so lucrative? And thank god, right? We needed the income after the fire."
27542,Andy,The warehouse fire. Weren't you just down there? It's like burnt to ashes.
27543,Andy," I am speaking metaphorically, of course. You know I have lots of irons in quote-unquote fire. Well, that's one of them. You know, making sure that the warehouse logistics is a well-oiled, properly-stoked fire."
27544,Andy,I think you'll agree I explained that pretty well.
27545,Erin,"Really playing the scales, huh?"
27546,Andy,"Yeah, it just sort of sounds like noise to me now. You think I need a new fish?"
27547,Erin,I don't love you anymore.
27548,Erin,"I still like you, but you were gone a really long time. And, you didn't really email me all that much. You retweeted me, a lot to be fair. But I don't love you."
27549,Andy,"OK, I get it. You're unhappy. I've been gone a long time and we lost a little bit of juju. But, you and me, we have a future. There is a lot of love here."
27550,Erin,I just said there isn't love.
27551,Andy,"On your side. But there's tons on my side. It's gushing. We're just out of sync right now. But that's just timing, it's timing. I mean, my parents lasted 38, 40 years. They were never happy at the same time."
27552,Andy,"I mean, what do we have left? 35, maybe 40 years? If we're lucky. I mean, I have spent a lot of time in the sun."
27553,Erin,You got really sunburned.
27554,Andy,"I'm gonna be a prune in like, 3 years."
27555,Andy,"I know you may not be feeling love for me right now but, if you fake it, I won't be able to tell the difference. So, I'll feel good. And then, eventually, maybe, you'll actually start to love me again."
27556,Erin,You really think we can get that back?
27557,Andy,Yes.  Come on. Totally.
27558,Jim,You know what? Maybe we should cancel that bottle of wine tonight.
27559,Jim,"Yeah. I just feel like I got a bunch of stuff to do in Philly and I'm sure you have stuff to do. So we can just... I don't know, drop me at the bus station?"
27560,Jim,I just feel like we're gonna fight.
27561,Jim,So... how 'bout let's not?
27562,Jim,"Oh, um.  Happy Valentine's Day. Sorry, I didn't have time to wrap it."
27563,Pam, Wow. I didn't know you kept this.
27564,Pam,I don't think you should go to Philly tonight. I think that you should stay and I think we should fight.
27565,Jim,You really wanna fight on Valentine's Day?
27566,Jim,"OK. All right, put your dukes up, Beesly."
27567,Erin,I couldn't do it.
27568,Erin," We're breaking up. And just so you know, I was worried that you were dead. You were gone for three months."
27569,Andy,"I resent that. I, I never lied to you."
27570,Andy,And all was good in Scranton PA that day.
27571,Andy,"Oscar says ""hi"" all the time. He says all kinds of greetings. ""Hi"" ""Hello"" ""Hola"" You're telling me you've never heard Oscar say ""hi""?"
27572,Andy,But you're calling me a liar.
27573,Andy,"By the way, that reminds me, I want to ask you about some of the lies you've been telling lately."
27574,Andy,"Oh, here we go, January seventh 2013.  ""Hey Andy, all's well. Been meaning to make it down there but my wife's sick."" Well, which is it?! Is all well or is your wife sick?! BUSTED!"
27575,Andy,This has been a really tough time.
27576,Andy,"Erin just dumped me and I can't remember any of the aha moments I had on the boat, and I know it sounds weird to say but I really miss my beard."
27577,Andy,It was like a security blan-
27578,Andy,"David, I'll be there for you. These five words I swear to you. When you breathe, I want to be here for you. I'll be there for you. That's a poem by J.B. Jovi. I want you to have it."
27579,Andy,Vanilla.  Vanilla Ice. It was a band.
27580,Andy,And how are you on this fine- 
27581,Andy," Ok, we ready?  Don't use that part. Last week, Erin told me that our relationship would be proceeding without me. Now I have to see her everyday at work. Which is...brutal. When people say office relationships are a good idea, they never talk about what might happen if you break up."
27582,Pam,He sounds like a wounded animal.
27583,Erin,Yes. Pete and I have started seeing each other and Andy still doesn't know. We thought that keeping it secret was more considerate to him. And hot for us. I mean I saw Pete's butt. It's sick.
27584,Pam," Oh that's mine! Um, I'll just, I'll get it out of the way for you."
27585,Pam,"Jim set up a job interview for me today in Philly. It's um, with a real estate company, which is a great fit for me because I live in a house and I know what a bathroom is.  I'm sorry, I am just very nervous because honestly this is all moving a lot faster than I expected. And, and because my resume can fit on a post-it note."
27586,Dwight," No, don't just let her eat the grass, she'll puke it right up. OK, just put out two bowls and see which feed she prefers. I'm sorry to be taking up so much of your precious time, Mose, but she's your aunt too. Fine. I'll see what I can do."
27587,Dwight,"And you should take breaks more often, I've been waiting there for 45 minutes."
27588,Angela,What? What is it?
27589,Dwight,"It's my aunt Shirley, she's on her last legs."
27590,Dwight,"You have no idea. I mean her hair, clothes, it's all falling off in great big clumps. And we need someone to go out there and clean her up. We had a nurse, but she quit because she was ""poisoned"" by Aunt Shirley."
27591,Angela,"What do you mean by ""poisoned""?"
27592,Dwight,"Probably nothing, or strychnine. Or lemonade and strychnine. Which is actually what it was."
27593,Angela,"Ok, well I'm very sorry about your aunt."
27594,Angela,But I don't see how this is my problem.
27595,Dwight,"Angela. You owe me one, remember? Now please, she's an old woman Angela. She needs a woman's touch. It's all hanging out-"
27596,Dwight,And there's parts of her I don't even recognize.
27597,Dwight,"There's this one hanging part in particular, that's some sort of flap."
27598,Dwight,"It's like a prehensile wing or something, you know?"
27599,Angela,"Ugh! God, I can't. OK, I'll-"
27600,Dwight,"..where it was and it needs, it needs a..."
27601,Andy,Where are you going?
27602,Pam,"Uh, not on a three month boat trip."
27603,Andy,"Wha? Oh, burn.  Uh, excuse me. What, everyone can just leave whenever they want now?"
27604,Andy,I'm still the boss!
27605,Andy,The answer is yes.
27606,Erin,..just have some messages for you.
27607,Andy,Are they from you?
27608,Erin,"Well no, they're from clients."
27609,Andy,"Well then, I don't want them. You can keep 'em. In fact, you can keep that big blue Nautica sweater, I know how much you love it."
27610,Andy,"Nope, I insist upon it. It's an awesome sweater. Some great memories tied up in that thing."
27611,Erin,These are messages from clients who want to buy paper.
27612,Andy,I don't want to talk about work right now.
27613,Erin,Well I only want to talk about work right now.
27614,Andy,Then I want my big blue sweater back.
27615,Erin,"Well, I gave it to the Salvation Army."
27616,Andy,She got rid of it. My blue sweater. What is that about?
27617,Andy,"Stay! We are in the bro-zone layer. Ok? Nard dog, Plop and Clarker Posey, AKA Clarkwork Orange. Here's the sitch: Erin dumped me, natch. But she got rid of my blue sweater, which was her favorite. Is she moving on a little fast, or am I being a total psycho? Plop, you go first."
27618,Andy,"Survey says: ENH! Doesn't make me feel better at all. Zero Clark Thirty, what do you got?"
27619,Andy,Last night I ordered a pizza by myself and I ate it over the sink like a rat.
27620,Andy,"May not seem like it, but this really helped. So, thank you. "
27621,Dwight,"Aunt Shirley, Hello! It's me Dwight."
27622,Dwight,"This is Angela, and we brought you some new clothes!"
27623,Dwight,"You know what? Before you put the new clothes on, Angela's gonna get you cleaned up a little bit."
27624,Angela,Yes. How would you like a nice warm bath?
27625,Dwight,"Ok, Aunt Shirley, dear, uh, can I get you a nice crisp liter of schnapps?"
27626,Dwight,"It keeps her docile. Go to the kitchen, get the largest receptacle you can find."
27627,Andy,"Why doesn't Erin seem sad? Has she found someone new or something? And if so, why hasn't she told me? Is she trying to spare my feelings? During breakups, the mind goes to some crazy dark places."
27628,Andy,"I'm not snooping, there's just some crud on her screen."
27629,Oscar,That's her private property.
27630,Andy,"Uh, hello! Who's snooping on who now?"
27631,Oscar,Andy. That is her private property.
27632,Andy,"Darryl, Clark, Toby, Kevin, Plop. Take a knee. Alright, you guys are gonna think I'm psycho again. Uh, couldn't shake this feeling that Erin's dating someone so I looked at her phone."
27633,Darryl,"Man, you can't do that stuff. You'll only find pain. When my ex-wife got into my e-mail account, she was devastated."
27634,Andy,Too late. I found out she's been texting a guy named Pete. Does anybody know a Pete?
27635,Jim,Hey! There she is.  How you doin?
27636,Pam,"Hi! Hey, do I look ok?"
27637,Pam, What's that? Is that a-
27638,Jim,"Ok, I know where you're going with this, and this is who I am now. I'm a douche. But look what I can do with my hands. "
27639,Pam,"How are you, Isaac? You have something in your ear."
27640,Pam,"Yes. It is. And thank you so much for setting up this opportunity, I really appreciate it."
27641,Jim,"You are gonna crush it. Wow, I missed you."
27642,Pam,"Wait, are you saying that into the phone or are you saying that to me."
27643,Jim, Call you right back. What were you saying?
27644,Jim,"I've gotta go, but you know what? Team Halpert, ok? You're gonna crush it, you're gonna smash it. OK, good luck!"
27645,Angela,"Gosh, she drank so much. And so quickly."
27646,Dwight,"In her prime, Shirles could put away homemade schnapps morning noon and night."
27647,Dwight,"Now all it takes is half a liter. She's dreaming. Alright, let's get her out to the yard so you can spray her down."
27648,Dwight,"No, it's a lot better than it sounds. There's a private shower area. Very tasteful, very rustic."
27649,Andy,"Come on in. Have a seat. Uh, thanks for coming in, I just gotta get something off my chest. I just got some really weird news and uh, I'm just gonna come out and say it. I just got off the phone with my doctor, and it turns out I contracted  shlmydia...from Erin. And it's incurable. Pretty lame huh?"
27650,Andy,You and Erin are fuhhhhhhherraaaaa!
27651,Andy,No overlap? Great. Good. Wow. This is suddenly so easy. Guess what? You're fired!
27652,Andy,"Yeah. You. Are. Fired! One of the perks of being boss. I can fire anyone who steals my girlfriend. And wow, that turns out to be you. Yup. Sorry.  So you had a bad day-"
27653,Andy,..The camera don't lie!
27654,Andy,You're being an idiot get..
27655,Andy,"Out of my office, turns out you're fired..."
27656,Andy,So you had a bad day...
27657,Andy,Rut ti doh doh...
27658,Andy,Rut tit doh doh...
27659,Andy,Rut ti doh doo doh
27660,Andy,Nellie was a professional grudge. This is a purely personal grudge.
27661,Andy,"They already have a contract?  ""Mutually agree to-"" Ah, every phrase is like a dagger in my crotch."
27662,Andy,"Well, I'm not signing away my rights."
27663,Andy,"Ok, well we'll see about that. "
27664,Pam,Oh my god. He's Michael Scott.
27665,Dwight,"It's hosing time Aunt Shirley, have a seat. You're gonna have a hard time hearing her over the roar of the hose."
27666,Angela,You have to use chains?
27667,Dwight,You'll see. Here we go.
27668,Dwight,Let's do it! Ready? Here's a box cutter to get her clothes off.
27669,Dwight,Let's get to it.
27670,Dwight,Give it a whirl.
27671,Angela,"Dwight, I am not gonna hose your aunt down like some animal."
27672,Dwight,I need you to hose my aunt.
27673,Dwight,OK you are useless.
27674,Dwight,Give me the hose!
27675,Angela,"No Dwight, I won't- "
27676,Angela, I'm gonna give your aunt a proper bath and a haircut like a lady! And you two are gonna shut up about it! Do you have a bathtub?
27677,Andy,"Thank you! Thanks, thanks a lot. Really appreciate it. You guys are supposed to have my back. OK? Instead you let a guy named Plop steal my girlfriend."
27678,Andy,That doesn't matter. Ok? What matters is that I am hurt! Deep hurt inside of me. I don't care if they're Romeo and freaking Juliet! I feel like the guy that Juliet dated before Romeo. Probably her boss. And guess what? Juliet's boss also had feelings.
27679,Darryl,You've got a booger bubble going on there.
27680,Andy,My whole life is a booger bubble!
27681,Pam,"Yeah, I've seen that with my kids. Um, it is tiny, but I've actually been commissioned by the City of Scranton to paint a mural-"
