,speaker,line
16034,Michael,"Well, he was getting a lot of applause, and I just didn't think it was indicative of how people were really feeling."
16035,Michael,That would never happen.
16036,Michael,Okay. I appreciate the feedback.
16037,Michael,I don't like that at all.
16038,Dwight,"All right, let's do this."
16039,Dwight,"It's okay, I smell."
16040,Dwight,"No, no, no. Contractually we're obligated to have s*x."
16041,Dwight,"I will tell. I will tell the mediator. What-what are you...  Ok. Oh, was that in the way? Get rid of it. "
16042,Andy,"These would have been your seats. Best seats in the house. Lots of people think it would be the front row, but actually, right here, this is where the speakers converge, and the sound just, like, nails you right here."
16043,Jim, It's like The Hurt Locker!
16044,Pam,This night was a disaster.
16045,Jim,"No, it was not a disaster. It was weird, but it wasn't a disaster. I think we have, like, a gift bottle of Irish cream."
16046,Jim,We could put that in orange juice.
16047,Pam,Let's get our juice on.
16048,Michael,"Hey, what's going on here? Post-show blues?"
16049,Andy,"Yeah, I guess you could say that."
16050,Michael,"Yeah, I get those every day after work."
16051,Andy,It was like amateur hour.
16052,Michael,"Oscar. Enough with the sass, please. God! What is wrong with you? Andy, listen to me. Look me in the eye. I thought that you were awesome."
16053,Andy,Stop just saying that.
16054,Michael,"I am not just saying that. You can trust that I am telling you the truth. I booed someone tonight. I have no filter. And if I thought you were terrible, I would have booed. And if I thought you had done a better job, I would be saying nicer things right now. But I thought that you were exactly awesome. No better, no worse."
16055,Andy,Thank you. That feels good.
16056,Michael,I did not say that to make you feel good. I just said it. Total integrity.
16057,Andy,"Thanks, but I feel like a loner right now."
16058,Michael,"Come on, Andy, seriously."
16059,Andy,"Okay, all right, all right, all right."
16060,Michael,"In the criminal justice system, the people are defended by two separate but equally important groups, the police who investigate the crimes and the district attorneys who prosecute the offenders. These are their stories. Kun-kun!  I'm just a cleaning lady. Aah! A dead body. He wrapped his belt around his own neck. It looks like a classic case of autoerotic asphyxiation. Yeah, looks like everyone's tightening their belts in this economy.  Last time you saw the victim, was he happy? Last time I saw this John, he was-he wasn't a victim, if you know what I'm talkin about."
16061,Michael,"No, that was- I'm just getting into the first act."
16062,Dwight," Hola, hola. Necesito une bueno worker. Tu esporte! Come on!  Que? QUE?"
16063,Dwight,"I pick up day laborers and tell them they'll get paid at six p.m. At five forty five, a certain INS agent by the name of Mose Schrute throws them in the back of a van, drops them off in the middle of Harrisburg and tells them it's Canada."
16064,Dwight,"Hola, tu es une buena worker?"
16065,Dwight,"Y el accento, donde are you from?"
16066,Dwight,"Ok, good. Me too, get in the car."
16067,Dwight,"That is my new maintenance worker, Nate. And you'll be happy to know that he's taking care of that hornet's nest that you've been griping about."
16068,Dwight, I left him all the tools he needs. This is do or die. If he chooses correctly he'll conquer the hornets...
16069,Andy,"Uhh, beg your pardon?"
16070,Dwight,When did the phrase do or die become so corrupted?
16071,Pam,No. No no no! 
16072,Andy,Oh it's stinging him! Ow! Ow! 
16073,Michael,There are many reasons a man would wear a fake mustache to work.  He is a fan of the outrageous. He loves to surprise! He loves... other things as well.
16074,Michael," Look,  It's a pimple Phyllis. Avrile Lavigne gets them all the time and she rocks harder than anyone alive."
16075,Pam,"What? No! Wait, no. Definitely not cancer."
16076,Pam,It's just good to stop a Michael train of thought early before it derails and destroys the entire town.
16077,Michael,"Just a cold sore, thank you. Phyllis, I don't have acne. I have a cold sore. I don't even have a cold. I don't know how I got it."
16078,Pam,"Wait! What you should do, Michael, is have a doctor take a look at it. Because we really don't know what that is."
16079,Andy,"Michael, have you ever been tested for STDs?"
16080,Michael,Yeah! My last physical when I was forty.
16081,Jim,"That was like, ten years ago."
16082,Michael,No! It was like four years ago!
16083,Michael,Why at least? If you're guessing forty six just say forty six. 
16084,Andy,"You know what guys, why don't we just chill out on this herp-chat. Ok? I was an REA in college and I can tell you, number one sexually transmitted disease is ignorance."
16085,Michael,"How did this happen, how did I get this?"
16086,Dwight,"Some eggs can rely dormant in a woman for years, they may not even know they have it."
16087,Michael,"You know what, I feel like one of those old timey sailors. With the eye patch.  It's me own damn fault. Woman in every port."
16088,Dwight,What port? The Jan port. The Holly Por...
16089,Michael,Don't even! Holly was clean! Okay? If anything I gave it to her.
16090,Michael,Oh my God! What if I did?
16091,Dwight,"You need to contact Holly! You need to notify her, that she is crawling with herpes."
16092,Michael,Okay! You know what? Might! Might be crawling with herpes. I might have gotten it after her.
16093,Dwight,"You need to contact every woman you've been with, and notify them of your herpes infestation. It's the right thing to do."
16094,Michael,There's no way I'm gonna do that.
16095,Dwight,"No, I'm no doctor, but it seems to me that we all have an obligation to the public health to track down anyone who gives us a disease, inform them of it, and take overwhelming revenge on that person. Again, I'm no doctor. I'm just a normal guy who enjoys revenge."
16096,Michael,Hi Donna. It's Michael.
16097,Michael,"I have a disease, for which there is no known cure, that has been sexually transmitted to me."
16098,Michael,I can't even say it. H-I...
16099,Michael,"No, I am calling to see if you gave me herpes. Because if you did I would be able to avoid a lot of sucky conversations. So you have it right?"
16100,Michael,Does your stupid husband have it?
16101,Michael,Yes I am telling you you have to get tested for herpes. Good-bye!
16102,Andy,"Excuse me everyone, can I have your attention please?"
16103,Andy,What do you mean again?
16104,Andy,Maybe like a year ago...
16105,Andy,"Everyone, I've noticed that we have not been entirely kind to one of our own, due to stigmas and prejudices."
16106,Andy,It's the world's only international sport! 
16107,Michael,No this is Holly.
16108,Michael,No this is Holly.
16109,Michael,Busted. So what can I do for you Holly.
16110,Michael,Oh really? Was anyone killed?
16111,Michael, Were they in the missionary position? 
16112,Andy," Ba na na na na. Hot pizza, check it and see. Ba na na na. Got a whole bunch of pepperoni. Ba na na na na.  Yeah, now you're looking at me. Anyone who's interested in entering into an honest discussion about the sexual mores and taboos of modern society will be rewarded with a pizza break."
16113,Michael, Do you ever wonder what life would have been like if you hadn't been transferred?
16114,Michael,We would have twins. 
16115,Michael,Mhhmm! We would be married.
16116,Michael,I don't romanticize th-  No...
16117,Michael,"He had no arms or legs, he couldn't hear see, or speak... This is how he let a nation."
16118,Michael,We were more than we were.
16119,Michael,"Ok, alright I gotta go."
16120,Dwight, He forgot to mention the herpes.
16121,Michael,It didn't come up organically.
16122,Michael,It's nice to see you doing so well.
16123,Michael,Bringing home the bacon.
16124,Dwight,I don't understand the reference.
16125,Dwight,"We had to come over right away, it's urgent. Michael has something to tell you. "
16126,Michael, Would you excuse us...
16127,Dwight,"Ok I'm gonna head outta here, I know you have a lot to talk about. Ok, is there a, an operating theater that's open to visitors? Never mind I'll find it."
16128,Michael,Am I the kind of person to misremember our relationship as more than it ever was?
16129,Andy,"So, guys. I've been really bothered by the way certain people are getting treated around here, and I just think as an office we're better than that. Ok, now I'm going to show you a picture of genitalia. "
16130,Andy,"What, is it because he's black?"
16131,Jim,"Nope, it's because it's genitalia."
16132,Andy,Perfectly normal genitalia Tuna. Now I'm going to show you another picture of perfectly normal genitalia. 
16133,Jim,Am I blocking anybody? Can everybody see?
16134,Andy,"It's normal! Big deal! Yeah sure it has some herpes on it, but you know what? It's just as normal as anyone else's."
16135,Michael,"Well, there was a little bit of a learning curve in the conversation department, but between the sheets we were like Jordan and Pippin!"
16136,Michael,Because we work together.
16137,Michael,Am I the princess?
16138,Michael," Ok, so I'm the guy at the station."
16139,Michael,I used to think that she was the one. Or at least A the one. And if I called that one so wrong...
16140,Andy,"Herpes, like all STDS, is a consequence of s*x. Can anyone else name any other consequences?"
16141,Andy, Ok I guess I can make a pros column. Feels...
16142,Andy,"Umm, ok is that different from feels unbelievable?"
16143,Andy,Then I will write it down.
16144,Andy,"I actually had that down in the cons column, but..."
16145,Andy,"Ok, umm. I'll move that. Thrill of risk."
16146,Andy,Yes! Thank you! Such as?
16147,Pam,Hey! Our baby was not a mistake. She was a surprise.
16148,Andy,"Ok, unplanned pregnancy, going in the pros column."
16149,Dwight,"Next stop is Helene. You're gonna wanna make a left on Willow, which is a little ways away, uh. I'll remind you."
16150,Michael,"You know, I don't know if I trust Jan's judgment. She..."
16151,Michael,"No, I'm not talking about paper. Relationships, they have the ability to point out if the man is making a bigger deal out of something that is really there."
16152,Dwight,"Wait, what Holly said?"
16153,Dwight,Forget it Michael! Today is about herpes.
16154,Michael,"I know, I know."
16155,Dwight,"Who gave it to you, who has it, and who is going to pay."
16156,Dwight,"TO answer your question about Jan, no. Jan is insane. Why do you think I got- LEFT, WILLOW NOW!"
16157,Michael, Hi stranger! Long time!
16158,Michael,I'm Michael. We dated for a while.
16159,Michael,"Oh hey! Dwight, would you take my grandmother for a walk while I talk to Helene?"
16160,Dwight,Come on old lady. Let's go.
16161,Andy,Who can tell me what the safest form of s*x is?
16162,Andy,"Incorrect, the only true form of safe s*x, ok? Abstinence."
16163,Andy,I just thought I'd bring it up in case someone in here was practicing abstinence. That's all. Anybody?
16164,Pam,Andy that's way too personal of a question.
16165,Andy,"Well someone could answer if they want to.  Ok, in that case I will now show you how to put this condom on... using this pencil. "
16166,Andy,"Well I'm not gonna use my pen1s, Oscar! It's not exactly hard right now anyway."
16167,Andy,I'm doing this for you Meredith!
16168,Andy,Well did you h- di- GAH! Does no one appreciate what I'm doing right now?! 
16169,Michael,Did I make more of what we had then what was really there?
16170,Michael,"Just a quirky indie movie weird sort of thing, breaking all the rules. But had to end, because the summer was over. For you..."
16171,Michael,"Real entertainers, like Billy Joel."
16172,Michael,"Carroll, how are you?"
16173,Michael,"I'm great! I saw your-your sign outside. And I decided, I'm going to pull in, and maybe buy a house from her."
16174,Michael,He sounds like a nice guy.
16175,Andy,"I don't know, I mean people were being really mean to Meredith."
16176,Andy,How is that relevant to anything?
16177,Andy,The only reason I said that is because you asked me so politely! It was very difficult for me to say no.
16178,Michael,Oh wow another living room!
16179,Michael,"You put the TV here, you put the family over here."
16180,Michael,Someone told me that I romanticize relationships
16181,Michael,"I just found out today. It's, uh, right there."
16182,Michael,I'm between specialists right now.
16183,Michael,Well I believe in love at first sight.
16184,Michael,"I knew what I was thinking at the time, but right now it just seems ridiculous."
16185,Dwight," Excuse me, someone died in the upstairs bathroom didn't they?"
16186,Andy,No I'm just sweating.
16187,Andy,I'm not crying I'm just sweating.
16188,Michael,"Hi Holly it's Michael, I just wanted to call and let you know that I was thinking about what you said. It's just. You know? It's weird. Today I ended up seeing a lot of women that I used to date, and in my mind they were all great. And then when I actually saw them, it was mostly a freak show. And you and me, that must have been a real train wreck. You know what, Holly? You're wrong. You are wrong. I remember every second of us. And talking to them today, I don't feel for them anything like what I feel for you. I didn't joke with any of them, I joked with you. You are the only one who was actually happy to hear from me. And I don't know why you downgraded what we had but I did not make us up. Ok. Oh, wait, and you should talk to a doctor because you might have herpes. Bye."
16189,Michael,"Oscar, we once sucked face in public. As part of an office presentation to destroy the stigma of gay kissing. Do you recall?"
16190,Michael,You may have given me a sexually transmitted disease.
16191,Dwight,It was probably just an ingrown mustache hair but we have to be exhaustive.
16192,Michael,I have already contacted all of my ex-lovers except for you.
16193,Dwight,"I'm gonna need a list of every man you've ever had s*x with. I'm talking train stations, men's rooms..."
16194,Michael,"Flower shops, fireworks celebrations..."
16195,Dwight,Fence with a hole in it..
16196,Michael,"Moolit Gandala, carrage drive through Central Park..."
16197,Dwight,"The woods behind the liquor store, the swamp behind the old folk's home."
16198,Michael,An electric car dealership. 
16199,Michael,Oscar! Think abou- Think! 
16200,Michael,She is a beaut!
16201,Dwight,Can't beat a horse. A horse is a bike that peddles itself.
16202,Michael,"Oh, look at that.  Smooth roll."
16203,Michael,"Yes, I can ride a bike. I take spinning classes three times a month. I think I know how to ride a bike."
16204,Jim,Are you sure you once knew how to do this?
16205,Michael,"I did, yes! I had those extra wheels on the back...that support you.  Mi-chael! Mi-chael!"
16206,Pam,"Come on, Michael! Yeah!"
16207,Jim,Just steer more now.
16208,Michael,Ow!  You never forget. Whoo!
16209,Dwight,How do I look?
16210,Jim,Amazing. How do I look?
16211,Jim,"Well, I do the best with what I've got. Let's go."
16212,Dwight,"Alright. Wait, wait, wait, wait for me! It's weird if I come in slightly after."
16213,Dwight,"We have a big meeting with the chief buyer for Frames Select, Steve Nash."
16214,Jim,He's not the Steve Nash. He's big though. He's kind of like...Scranton's Steve Nash.
16215,Dwight,Will you stop trying to put it in terms you think they'll understand? It's condescending.
16216,Jim,I'm not doing that. I'm just explaining.
16217,Dwight,"And who is this ""the"" Steve Nash?"
16218,Jim,Phoenix Sun's point guard?
16219,Dwight,"No, Mr. Jock Hipster."
16220,Jim,"Well, I'm neither of those things, so..."
16221,Andy," Whoa. Libby Dirketts got married. Big Red mazel tov to the Libster. Ooh, says here Dan Becker fell off the side of Kilimanjaro in a climbing accident. It appears Dan's Sherpa survived to tell the tale-Oh, my God!"
16222,Andy,"No, he died. It's Broccoli Rob. You know this guy; I showed you his picture on Facebook."
16223,Andy,"""Some Vermont-based alums can hear 'Broccoli' Rob Blatt, '96, in the state milk lobby's new milk awareness song, 'Calci-YUM!', featuring Phish's Trey Anastasio. Says Broccoli, 'Trey and I had a ton of fun in the studio, and I think you can hear it in the song.'"""
16224,Andy,"Yeah, yeah, it's great..."
16225,Andy,"I was the artsy, musical one. In Here Comes Treble I had four solos, Broccoli rob had three. Right? Uhh."
16226,Dwight,Go tell her we're here. You're good with receptionists.
16227,Jim,"Oh, ha ha ha. Dwight..."
16228,Dwight,Danny Cordray is the worst.
16229,Jim,"Well, by worst, you mean the best."
16230,Dwight,"The best salesman ever. He works for Osprey Paper over in Throop, steals more clients from Dunder-Mifflin than anyone."
16231,Jim,"So, the situation is the worst."
16232,Dwight,"Also, he slept with Pam."
16233,Pam,Nothing happened. We went on a couple of dates. He never called me again.
16234,Jim,What? He never called you? I thought you said it just fizzled.
16235,Pam,"That's fizzling. I mean, someone has to start the fizzle."
16236,Jim,"Yeah, I thought you started it."
16237,Pam,"No, I liked him. For a couple of days. Four years ago.  You know I have a kid with you, right?"
16238,Dwight,I'm gonna intimidate him. Okay?
16239,Jim,-I'm just gonna watch.
16240,Dwight," So anyway, she says, ""that is the biggest pen1s I have ever seen."" And I said, ""I know. That's why I brought you to the pen1s Museum, where tickets are a thousand dollars."" Well, hello Danny!"
16241,Dwight,What are you doing?
16242,Dwight,Like hell you are.
16243,Dwight,"He's not just here for the coffee, Jim. Wake up!"
16244,Michael,"Brainstorming session is now open. Anyone has an idea- Hold on. Sorry, sorry, sorry. Hello?"
16245,Jim,"Hey, it's Jim. Listen, this is important. Are you busy?"
16246,Michael,"Oh, hey. No, I'm not busy. What's up?"
16247,Michael,"It's Jim, Okay? Yes."
16248,Jim,"Listen, you gotta get over here, 'cause we're pitching Steve Nash and Danny Cordray is here."
16249,Michael,"You need the big guns, yes?"
16250,Dwight,What'd he say? What did he say?
16251,Jim,The big gun thing.  Stop!
16252,Michael,"I will see you in ten. Bye! Hold tight.  Well, I know a lot of you thought that my sales days were behind me, and to be honest, so did I...and the only reason I got out of the sales game was to be reluctantly called back in."
16253,Pam,"You don't look reluctant, Michael. You look really eager."
16254,Michael," No, I don't have time for this. Are you kidding me?"
16255,Michael,No! Okay.  All right.
16256,Andy," Knockity-knock, don't knock back. Just kidding you can knock; it's your office. Do you have a minute?"
16257,Andy,"Not to go all Sherlock Holmes on you, but I can tell by the reflection in your glasses that you're entering points into Weight Watchers dot com."
16258,Andy,I'm starting a band and I need you on keyboards.
16259,Andy,This is for pleasure.
16260,Andy,I'm willing to pay you.
16261,Andy,Sixty bucks a session.
16262,Michael,"Oh, no, that's a male model."
16263,Michael,"That...hello. Michael Scott, Dunder-Mifflin Paper Company."
16264,Michael,Nice to meet you.
16265,Michael,"Yeah, well...we call it overkill. Why am I telling you my strategy?"
16266,Michael,Buh-bye. I could swear that guy was a male model.
16267,Michael,"Oh, thank you. All right. On the count of three, it's showtime. Ready, one, two--"
16268,Jim,"Nope, not doing that."
16269,Dwight,I've been in showtime mode since breakfast.
16270,Michael,"Okay, you know-all right, just forget it then."
16271,Michael,It's showtime! Oh...never mind. Let's go.
16272,Michael,"When I knock on your door, you know who it is; it's Michael Scott. We've been together forever and we-"
16273,Michael,"You know what? You are having some problems with your loading dock, are you not? All right. We're going to deliver to you on weekends."
16274,Michael,"And you know what else we're gonna do? I can't believe I'm gonna say this...we are going to offer you our paper at cost. I know. I could get in a lotta trouble for this, so you'd better shake my hand right now."
16275,Michael,"Shake it, shake it!"
16276,Dwight,Jim talked too much.
16277,Michael,"Stop it. Just stop it. We did what we should have done, we just got bested.  Why is there a door close button if it doesn't even close the door?"
16278,Michael,"How do I feel about losing the sale? It's like if Michael Phelps came out of retirement, jumped in the pool, belly-flopped, and drowned."
16279,Michael,"You know who we always lose out to? Staples, the big guys. Osprey? They're a small company. They're smaller than we are. What's our excuse? How do we combat this guy? Stanley, how do we combat him?"
16280,Michael,"Okay. You know what? You clearly don't care, so why don't you just leave?"
16281,Michael,"Why don't you go outside and...take a shot of insulin and have a nap, okay?"
16282,Michael,"I don't know, your frame, your build-why don't you have a glass of apple juice and tell me you're not a diabetic.  See? I could tell by the sound you made when you stood up that you have-okay. Yes, Phyllis?"
16283,Dwight,I know how we can learn his tricks.
16284,Dwight,What I am about to show you is of the utmost secrecy.
16285,Jim,Is that your office?
16286,Dwight,"Yes, Jim. And with a little tweaking, it becomes a different office. We lure Danny to it and watch him sell."
16287,Michael,You know what this is? This is a stinger.
16288,Jim,I think you mean The Sting.
16289,Michael,"Paul Newman, Robert Redford. They're bank robbers."
16290,Dwight,The Sting. The Sting.
16291,Jim,Meredith was the perfect choice to play the head of the company. Her lunch break lined up with our appointment with Danny and...that's it. That's really all we were looking for.
16292,Dwight,Van Helsing was a respected professor before he was a vampire killer.
16293,Jim,Okay. But what is he more famous for?
16294,Michael,Shhh! Hey! That's my mug.
16295,Jim,"You know this isn't real TV, right?"
16296,Andy,"Yeah, but I'm using my falsetto."
16297,Andy,"Yeah, well, it'd sound a lot better if you actually sang with some soul."
16298,Andy,I just was hoping to maybe save your voice in case we did a novelty song about frogs.
16299,Andy,"Okay, three-way argument between a drummer, a keyboardist, and the front man lead singer. Wonder who's gonna win this one. Two, three, four-"
16300,Michael,"Oh, no, no. No. Don't-"
16301,Dwight,"People can't keep their true natures hidden for long, and this guy is smoldering like a tire fire."
16302,Jim,"Okay, he's not that good-looking. I don't understand why everybody's obsessed with this-"
16303,Michael,"Yeah, he is that good-looking."
16304,Dwight,"He's very, very handsome."
16305,Michael,"Pull it together, all right? Stop lookin' at him."
16306,Michael,Oh...my god! He's making her sell to him.
16307,Andy, Okay. Honest feedback time. Oscar?
16308,Andy,But do you think it could be famous? Like in a car commercial or something?
16309,Pam,Not really. It's kinda weird that a grown man is singing from the point of view of a little girl.
16310,Andy,"I feel like I can see someone ice skating to it. You know, like in the Olympics."
16311,Andy,Rude. And not helpful.
16312,Andy,"Well, that...really bums me out."
16313,Jim,We gotta get someone else in there right now.
16314,Jim,You're an exec at Pennsylvania Solartech and-
16315,Jim,What do you mean?
16316,Dwight,"I told you! You're an exec at Stark Industries, a corporation you inherited from your father-"
16317,Jim,"Will you stop? Stop it, stop it. Here's the story-they need Meredith somewhere else asap, okay?"
16318,Jim,So you're taking over. You just gotta get her out of there as soon as you can.
16319,Dwight,Then make him pitch to you.
16320,Dwight,We gotta see what he's got.
16321,Jim,Exactly. You can do this.
16322,Dwight,"Okay, and remember-you're not gay."
16323,Jim,Stop it! It's gonna be great.
16324,Jim,"And listen if anything else happens, just...roll with it."
16325,Jim,Who else we got?
16326,Dwight,Okay. You're a young hotshot from Stark Industries. You've just bought this company. Meredith is fired. It's a whole new regime. He's gotta pitch to you now.
16327,Jim,Great. Sounds awesome. Just have him pitch to you.
16328,Michael,Don't let us down.
16329,Jim,"No, no, no, no..."
16330,Dwight,"Michael! No, Michael, stop it! No!"
16331,Michael,"Stop, stop! Oh, my god!  Okay. Stop it, stop it, stop it. Gross! Stop it, please. Everybody, stop."
16332,Michael,"I said stop. Okay, Danny...this is not Pennsylvania Solartech. This is Dunder-Mifflin Paper Company. This is Meredith Palmer-"
16333,Michael,"Don't! Get away from him. Please, just leave. Get out of here. Go. Forever."
16334,Michael,"I owe you...a most sincere and humble apology. We were trying to watch you to see your sales technique, so we could stop losing so many clients to you."
16335,Michael,A surveillance room next to this one.
16336,Michael,Yes. And it's the sincerest form of flattery.
16337,Michael,"Okay. You know what, it wasn't just me. Jim and Dwight are behind that wall in the surveillance room and it was their plan as well."
16338,Jim,"No, no, no, no."
16339,Michael,"No, we don't. Here's-here's my point. Danny, listen, you have to understand that we are not normally like this. We just-we wanted to know your tricks."
16340,Michael,"You are, you are. You are! Stop it, stop it. Stop.  You are a good salesman. And because of that...I want you to work for me."
16341,Michael,"Hold it, hold it.  Hold on, hold on. Wait, wait, wait, wait. Wait. Wait. Danny, I want you to look at me. Do you want your life to be better...or to be worse or to stay the same?"
16342,Michael,"Answer the question. Do you want a better life, Danny?"
16343,Michael,"I know, I know."
16344,Michael,"Do you want more freedom, less freedom, or to stay the same?"
16345,Michael,"I can give you more money-there's your better life. I can let you come and go as you please-there's your freedom. And you already know Dunder-Mifflin has the best service and the best prices, but you beat us anyway. Can you imagine how well you would do selling our stuff?"
16346,Michael,"Everyone, may I have your attention? I would like to introduce you to Mr. Danny Cordray. He is going to be joining us as our new traveling salesman. Say hello to Danny!"
16347,Michael,"O-kay. You know what? No. No. This is not some sort of construction site...or all of Italy, where you can just go around treating people like meat. We are to respect him. I respect him because he reminds me of somebody. Can anybody guess who that is?"
16348,Michael,No. No. No. Somebody in this office.
16349,Michael,"No, me. Right? Sorta like...a little younger version of me."
16350,Dwight,Can I talk to you about something?
16351,Michael,"No, you may not."
16352,Dwight,It's about this very announcement you just made.
16353,Jim,"Michael, I think you really want to talk to him."
16354,Michael,"Okay. Let's-all right, all right. Let's talk. Please don't let him leave.  Don't leave. Don't let him."
16355,Michael,"Guys, let me ask you something. Do you want your life to be better or worse or stay the same?"
16356,Michael,"Okay. Well...get ready, 'cause it's gonna get better."
16357,Michael,"No, no. Wrong. He would have stolen your clients, but you know what? He can't now. This guy used to steal sales from us; now, he's going to steal sales for us."
16358,Dwight,Where's he gonna sit? There's no more seats.
16359,Michael,"He doesn't need to sit, he's a traveling salesman. Look, I am not going to exclude good people from our staff simply because they are threatening to you. And unless you have a better argument than that, I suggest you leave."
16360,Dwight,Where's he gonna park? There's no more reserved parking spots.
16361,Andy,Sometimes I feel like life has passed me by.
16362,Andy,Holy crap. Are you kidding me? You just made that-that's amazing!
16363,Andy, Which me am I gonna be today?
16364,Andy,I gotta closet full of mes. Am I gonna be the happy me?
16365,Andy,"Oh, my gosh! We're almost out of time. How much for another half hour?"
16366,Andy,"So we're just, like, jamming as friends?"
16367,Andy,Closet full of mes-
16368,Jim,I'm just kidding. She told me about it.
16369,Dwight,"Let me handle this, Jim. Drop the act, Cordray, okay? We all know that you probably thought that Pam was too ""meh"" or thin without being toned. But I wanna tell you something-she is one of the plain hearty women of Scranton that make this city great. And so what if she doesn't wear makeup?  We like her better that way! And you steal clients, don't you? Don't you!"
16370,Dwight,"Oh, that's different, is it? Okay...thief. You better check your things, people. In fact, where are my keys? Oh, there in my pocket. False alarm. Okay.  So...you're gonna be workin' here?"
16371,Jim,"Hey, crazy, um...so...that's it? You're just-you're fine?"
16372,Dwight,"It's after 5:00, Jim. I'm not gonna take this home. "
16373,Michael,"This morning, Danny Cordray stole a sale from me. So what do I do? I go out and I steal Danny Cordray. The sale that mattered, I made. Boom. Funny thing about it, we don't even need him. We already have Packer on the road. Chhguuh! Crap. I forgot about Packer."
16374,Andy, I'll be your croak madame.
16375,Andy,"Croak, croak, croak. Bullfrog in love."
16376,Andy,"What about this one? It's kinda badass, right? Just seems kinda crazy in a way I might need right now."
16377,Jim,I don't know.  Oh! That's... not... yours.
16378,Jim,"Stanley just drank OJ out of my mug, and didn't seem to realize that it wasn't his hot coffee. So the question has to be asked, is there no limit to what he won't notice?"
16379,Michael," All right, everybody, take a seat. As you may have heard, our branch on the planet Jupiter is up eight thousand percent in sales!"
16380,Pam," Bye, Stanley! Love you! "
16381,Michael,"A lot of people are really getting into Halloween this year!  Six seconds, MacGruber!  Pam's got a lot of fun stuff planned!  Uh, two seconds MacGruber!  Including a... costume contest, and bobbing for apples, and a Ouija board... OHHH! BOOM! OHH EXPLOSION!  MACGRUBERRRR!"
16382,Pam,"People are really into the costume contest this year. Might have something to do with the prize, maybe you've heard of it. The 2011 Scranton Wilkes-Barre coupon book worth over fifteen thousand dollars in savings!"
16383,Dwight," Too late! If I was the real Scranton Strangler, you'd be so strangled right now. If you're out there, strangler, you will get caught! By me."
16384,Jim,Sounds like someone's really trying to convince us that he's not the Scranton Strangler.
16385,Dwight,To my chickens I'm the Scranton Strangler.  Oh-ho! That's very funny. Looks like someone decided to dress up as old Dwight Schrute's mom.
16386,Dwight,You're only one third as beautiful and only half her height.
16387,Pam,"I'm supposed to be Olive Oyl. And it makes more sense when I'm standing next to Popeye, but... Jim doesn't want to put his costume on."
16388,Jim,"I've never really been a costume guy. Even when I was a kid, it just felt like something I was too old for. And then this morning, when Pam hands me this little number  ...no."
16389,Michael,"Oh, here we go!"
16390,Michael, OH! Who likes to water ski on Lake Erie? No wai-where does Dracula like to water ski?
16391,Michael,"So, wait, drivers are going to be able to sell paper on the road?"
16392,Michael,"Oh, so... I almost forgot. You'll find this hilarious. Apparently corporate is going to have drivers sell paper on their routes now. That's like, exactly sort of the idea that you had."
16393,Michael,"Yeah. I'm sorry. I blew this. You should have gotten credit for that, man."
16394,Michael,Oh. It's a ream of paper. Thought you might hit me.
16395,Michael,Darryl Philbin is the greatest guy in the world. And you know what I'd like? I would like to have all the racists brought together and take Darryl Philbin out to lunch. Just to see what they're missing.
16396,Dwight,Pam is gonna choose whoever has a scent most like that of her father. Does anyone remember what her dad smelled like?
16397,Jim,"So four years ago, when I was in Stamford, Connecticut, and dating someone else, Pam went on two dates with Danny. Which was obviously the greatest love story ever told, given how much people are walking on eggshells around us."
16398,Pam,We were basically Romeo and Juliet.
16399,Pam,Except where Juliet doesn't have that great a time and Romeo doesn't call back after two dates.
16400,Pam,But I've learned to love again.  He's a cartoon sailor.
16401,Pam,And looks so handsome in his UNIFORM! Please?
16402,Jim,"No. No, I'm not gonna-no."
16403,Andy,Tuna! Tuna! Do you want us to skip this party?
16404,Andy,You know what else?  The-this... this sucks for Jim. Right? But it also sucks for us. Because we don't get invited to a ton of Halloween parties. 
16405,Jim,Madge from the warehouse just made her first sale. Madge. We should have been doing this a long time ago.
16406,Michael,Erin! Would you please do me a solid and get Darryl Philbin on the speakerphone?
16407,Michael,"Hi, Darryl, come out here, please."
16408,Michael,"You need to stop being so shy, come out here, and embrace who you really are, superstar!"
16409,Michael,"Yeah, I bet it is! If you're gonna do your job well here, you gotta get used to being embarrassed."
16410,Pam," Um, hit the speakerphone button. The speakerphone button? The same button as you hit before... or sit on it."
16411,Michael,This whole delivery slash sales idea? You know whose idea that was? That was Darryl Philbin's. He thought of that way before the corporate fat suits.
16412,Michael,"I got in the way. I said no. And it just stopped. But then corporate comes up with this idea, but you know what? They need to know that it was yours. And I don't care if I take a bullet. We're gonna call them, we're gonna put them on speakerphone right now..."
16413,Michael,And we are going to straighten this out.
16414,Andy,Screw corporate! They probably stole the idea anyway.
16415,Michael,I'm a little peeved at Darryl right now.
16416,Dwight,He went to Gabe behind your back.
16417,Michael,"No, he didn't go behind my back. He went over my head."
16418,Dwight,He went over your head to go behind your back.
16419,Michael,What is taking someone from behind?
16420,Dwight,"No. Shh. Michael, listen. This cannot stand. We can't have workers going straight to corporate. Makes your job superfluous."
16421,Michael,"It was a good idea, though."
16422,Dwight,Yeah. Here's another good idea. Corporate chain of command. We need to strangle Darryl's idea.
16423,Andy,"I'm really sorry, but we can't come to your party tonight."
16424,Andy,"We're just like, totally caught in the middle here."
16425,Andy,Well Jim and Pam basically begged us not to go...
